rang,pays,zone,localite,incidents_declares
503,MEXICO,Guerrrero,Acapulco,2
504,MEXICO,Inconnu,Guadalupe Island,2
505,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",2
506,MEXICO,Veracruz,Playa Mocambo,2
507,MOZAMBIQUE,Gaza,Praia Sepulveda,2
508,MOZAMBIQUE,Inconnu,Inconnu,2
509,MOZAMBIQUE,Maputo Province,Off Inhaca Island,2
510,MOZAMBIQUE,Maputo Province,Ponta do Ouro,2
511,NEW BRITAIN,Duke of York Islands,"Butliwan Village, 15 miles north of Rabaul",2
512,NEW CALEDONIA,Inconnu,I'le Ouen,2
513,NEW CALEDONIA,Inconnu,Nouville,2
514,NEW CALEDONIA,Loyalty Islands,Ouvéa,2
515,NEW CALEDONIA,North Province,Koumac,2
516,NEW ZEALAND,Inconnu,Inconnu,2
517,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",2
518,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland",2
519,NEW ZEALAND,North Island,"Papamoa Beach, Bay of Plenty",2
520,NEW ZEALAND,North Island,Taranaki,2
521,NEW ZEALAND,North Island,"Tararu, Thames",2
522,NEW ZEALAND,South Island,Dunedin,2
523,NEW ZEALAND,South Island,Oamaru,2
524,NEW ZEALAND,South Island,"St. Clair Beach, Dunedin",2
525,NEW ZEALAND,Southland,Oreti Beach,2
526,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,Between Wake & Johnston Islands,2
527,OKINAWA,Inconnu,Inconnu,2
528,PACIFIC OCEAN,Between Hawaii & Wake Island,600 miles northwest of Honolulu,2
529,PALAU,Western Caroline Islands,Koror,2
530,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Manus Island,2
531,PAPUA NEW GUINEA,Central Province,Hula,2
532,PAPUA NEW GUINEA,Central Province,Port Moresby,2
533,PAPUA NEW GUINEA,Inconnu,Inconnu,2
534,PAPUA NEW GUINEA,Louisiade Archipelago,"Brooker Island , Calvados Chain",2
535,PAPUA NEW GUINEA,Madang,Taludig,2
536,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",2
537,PHILIPPINES,Luzon Island,Manila Bay,2
538,REUNION,Inconnu,Boucan Canot,2
539,REUNION,Saint-Joseph,Lieu-dit Cayenne,2
540,REUNION,Saint-Paul,Cap de la Marianne,2
541,REUNION,Saint-Pierre,Pic du Diable,2
542,REUNION,d’Étang-Salé,Ravine Mula,2
543,SEYCHELLES,Praslin,Anse Lazio,2
544,SIERRA LEONE,Inconnu,Inconnu,2
545,SIERRA LEONE,Western Area,Freetown,2
546,SIERRA LEONE,Western Area,Tombo Island in the Sierra Leone River,2
547,SOLOMON ISLANDS,Honiara,Honiara,2
548,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,2
549,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",2
550,SOUTH AFRICA,Eastern Cape Province,Glengariff,2
551,SOUTH AFRICA,Eastern Cape Province,Gonubie,2
552,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,2
553,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,2
554,SOUTH AFRICA,Eastern Cape Province,Kidd’s Beach,2
555,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",2
556,SOUTH AFRICA,Eastern Cape Province,King’s Beach,2
557,SOUTH AFRICA,Eastern Cape Province,"Kowie River Mouth, Port Alfred",2
558,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,2
559,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",2
560,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,2
561,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",2
562,SOUTH AFRICA,Eastern Cape Province,St. George’s Strand,2
563,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,2
564,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,2
565,SOUTH AFRICA,KwaZulu-Natal,Ballito,2
566,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,2
567,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,2
568,SOUTH AFRICA,KwaZulu-Natal,Inconnu,2
569,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",2
570,SOUTH AFRICA,KwaZulu-Natal,Island Rock,2
571,SOUTH AFRICA,KwaZulu-Natal,Karridene,2
572,SOUTH AFRICA,KwaZulu-Natal,"North Pier, Durban",2
573,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,2
574,SOUTH AFRICA,KwaZulu-Natal,Paradise Reef,2
575,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,2
576,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",2
577,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,2
578,SOUTH AFRICA,KwaZulu-Natal,Tongaat,2
579,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,2
580,SOUTH AFRICA,KwaZulu-Natal,Uvongo,2
581,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",2
582,SOUTH AFRICA,Western Cape Province,Cape Point,2
583,SOUTH AFRICA,Western Cape Province,Clifton,2
584,SOUTH AFRICA,Western Cape Province,Danger Point,2
585,SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",2
586,SOUTH AFRICA,Western Cape Province,Gansbaai,2
587,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",2
588,SOUTH AFRICA,Western Cape Province,Gordon’s Bay,2
589,SOUTH AFRICA,Western Cape Province,"Melkbaai, False Bay",2
590,SOUTH AFRICA,Western Cape Province,Miller's Point,2
591,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",2
592,SOUTH AFRICA,Western Cape Province,Millers Point,2
593,SOUTH AFRICA,Western Cape Province,Noordhoek,2
594,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",2
595,SOUTH AFRICA,Western Cape Province,Saldanha Bay,2
596,SOUTH AFRICA,Western Cape Province,Strandfontein,2
597,SOUTH AFRICA,Western Cape Province,Struis Bay,2
598,SOUTH AFRICA,Western Cape Province,Struisbaai,2
599,SOUTH AFRICA,Western Cape Province,Victoria Bay,2
600,SOUTH ATLANTIC OCEAN,Inconnu,Inconnu,2
601,SOUTH ATLANTIC OCEAN,Off Libya,Inconnu,2
602,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,Inconnu,2
603,SOUTH PACIFIC OCEAN,Inconnu,Inconnu,2
604,SPAIN,Cádiz,Off Algeciras,2
605,SRI LANKA,Inconnu,Inconnu,2
606,SRI LANKA,Western Province,Colombo Harbor,2
607,"ST HELENA, BRITISH OVERSEAS TERRITORY",Ascension Island,English Bay,2
608,TAIWAN,Northern Taiwan,Tamsui Beach,2
609,THAILAND,Hua Hin,Sai Noi Beach,2
610,TONGA,Nuku'alofa,30 nautical miles offshore,2
611,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,2
612,TURKS & CAICOS,Caicos Bank,French Cay,2
613,UNITED KINGDOM,Cheshire,"Blue Planet Aquarium, Ellesmere Port",2
614,UNITED KINGDOM,Cornwall,The Lizard,2
615,USA,California,"Bodega Rock, Sonoma County",2
616,USA,California,"Davenport Landing, Santa Cruz County",2
617,USA,California,"Klamath River, Del Norte County",2
618,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",2
619,USA,California,"Marina State Beach, Monterey County",2
620,USA,California,"Mavericks, Half Moon Bay, San Mateo County",2
621,USA,California,"Mission Beach, San Diego County",2
622,USA,California,"Monastery Beach, Carmel Bay, Monterey County",2
623,USA,California,"Monterey Bay, Monterey County",2
624,USA,California,"North Salmon Creek Beach, Sonoma County",2
625,USA,California,"Pacific Grove, Monterey County",2
626,USA,California,"Pismo Beach, San Luis Obispo County",2
627,USA,California,"Pleasure Point, Santa Cruz County",2
628,USA,California,"Point Conception, Santa Barbara County",2
629,USA,California,"Salmon Creek Beach, Sonoma County",2
630,USA,California,"Salmon Creek, Sonoma County",2
631,USA,California,"San Diego, San Diego County",2
632,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",2
633,USA,California,Santa Barbara Channel,2
634,USA,California,"Santa Catalina Island, Los Angeles County",2
635,USA,California,"Santa Cruz, Santa Cruz County",2
636,USA,California,"Shelter Cove, Humboldt County",2
637,USA,California,"Solana Beach, San Diego County",2
638,USA,California,"Southeast Farallon Island, Farallon Islands",2
639,USA,California,"Stinson Beach, Marin County",2
640,USA,California,"Surf Beach, Lompoc, Santa Barbara County",2
641,USA,Connecticut,"Bridgeport, Fairfield County",2
642,USA,East coast,Inconnu,2
643,USA,Florida,"Amelia Island, Nassau County",2
644,USA,Florida,"Atlantic Beach, Duval County",2
645,USA,Florida,"Bethune Beach, south of New Smyrna Beach, Volusia County",2
646,USA,Florida,"Boca Ciega Bay, Pinellas County",2
647,USA,Florida,"Boynton Beach, Palm Beach County",2
648,USA,Florida,"Clearwater Beach, Pinellas County",2
649,USA,Florida,Crescent Beach St. Johns County,2
650,USA,Florida,Daytona Beach Shores,2
651,USA,Florida,"Daytona, Volusia County",2
652,USA,Florida,Delray Beach,2
653,USA,Florida,"Delray Beach, Palm Beach County",2
654,USA,Florida,"Destin, Okaloosa County",2
655,USA,Florida,Elliot Key,2
656,USA,Florida,Florida Straits,2
657,USA,Florida,"Fort Pierce Inlet, St Lucie County",2
658,USA,Florida,"Fort Pierce, St Lucie County",2
659,USA,Florida,"Hanna Park, Jacksonville, Duval County",2
660,USA,Florida,"Haulover Beach, Miami-Dade County",2
661,USA,Florida,Hobe Sound,2
662,USA,Florida,"Hobe Sound, Palm Beach County",2
663,USA,Florida,"Jensen Beach Park, Martin County",2
664,USA,Florida,Jupiter Inlet,2
665,USA,Florida,Key Biscayne,2
666,USA,Florida,"Lake Worth Beach, Palm Beach County",2
667,USA,Florida,"Lauderdale-by-the-Sea, Broward County",2
668,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",2
669,USA,Florida,Miami,2
670,USA,Florida,"Municipal Beach, West Palm Beach, Palm Beach County",2
671,USA,Florida,Near Key West,2
672,USA,Florida,"Neptune Beach, Duval County",2
673,USA,Florida,"New Smyrna  Beach, Volusia County",2
674,USA,Florida,"New Smyrna Beach / Waveland, Volusia County",2
675,USA,Florida,"North Beach, St. Lucie County",2
676,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",2
677,USA,Florida,"Palm Beach Inlet, Palm Beach County",2
678,USA,Florida,"Patrick Air Force Base, Brevard County",2
679,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",2
680,USA,Florida,"Pepper Park Beach, St. Lucie County",2
681,USA,Florida,"Ponte Vedra Beach, St. Johns County",2
682,USA,Florida,"Round Island Park, Indian River County",2
683,USA,Florida,"Santa Maria Island, Manatee County",2
684,USA,Florida,Sarasota County,2
685,USA,Florida,"Sebastian Inlet, Brevard County",2
686,USA,Florida,"Shell Island Panama City Beach, Bay County",2
687,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",2
688,USA,Florida,"South of Ponce Inlet, Volusia County",2
689,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",2
690,USA,Florida,"St Augustine Beach, St Johns County",2
691,USA,Florida,"St Augustine, St Johns County",2
692,USA,Florida,"St. Augustine, St Johns County",2
693,USA,Florida,"St. Petersburg, Pinellas County",2
694,USA,Florida,"Stuart Rocks, Martin County",2
695,USA,Florida,"Summerland Key, Monroe County",2
696,USA,Florida,"Turtle Beach, Siesta Key, Sarasota County",2
697,USA,Georgia,"Jekyll Island, Glynn County",2
698,USA,Hawaii,"Barber’s Point, O'ahu",2
699,USA,Hawaii,"Hilo, Hawai'i",2
700,USA,Hawaii,"Honokowai, Maui",2
701,USA,Hawaii,Honolua Bay,2
702,USA,Hawaii,"Ka'a'awa, Oahu",2
703,USA,Hawaii,"Kahala, O'ahu",2
704,USA,Hawaii,"Kahana Beach, Maui",2
705,USA,Hawaii,Kaiwi Channel,2
706,USA,Hawaii,Kau District,2
707,USA,Hawaii,"Kealia Beach, Kaua'i",2
708,USA,Hawaii,"Keawakapu Beach, Maui",2
709,USA,Hawaii,"Lahaina, Maui",2
710,USA,Hawaii,Lanai,2
711,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",2
712,USA,Hawaii,"Lyman Beach, Kailua-Kona",2
713,USA,Hawaii,"Maile Beach, O'ahu",2
714,USA,Hawaii,"Makena Landing, Maui",2
715,USA,Hawaii,"Makena, Maui",2
716,USA,Hawaii,Moloka'i,2
717,USA,Hawaii,O'ahu,2
718,USA,Hawaii,"Off Makapauu Point, O'ahu",2
719,USA,Hawaii,"Paia Bay, Maui",2
720,USA,Hawaii,"Paukukalo, Maui",2
721,USA,Hawaii,"Wailea Beach, Maui",2
722,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",2
723,USA,Hawaii,"White Plains Beach, Oahu",2
724,USA,Louisiana,Inconnu,2
725,USA,Louisiana,Lake Pontchartrain,2
726,USA,Louisiana,New Orleans,2
727,USA,Mississippi,Horn Island,2
728,USA,New Jersey,"Absecon, Atlantic County",2
729,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",2
730,USA,New Jersey,Ocean City (offshore),2
731,USA,New Jersey,"Ocean City, Cape May County",2
732,USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County",2
733,USA,New Jersey,"Sea Bright, Monmouth County",2
734,USA,New Jersey,"Sea Girt, Monmouth County",2
735,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County",2
736,USA,New Jersey,"Spring Lake, Monmouth County",2
737,USA,New York,Brooklyn,2
738,USA,New York,Inconnu,2
739,USA,New York,"Jones Beach, Nassau County",2
740,USA,New York,Long Island,2
741,USA,New York,"Sheepshead Bay, Brooklyn",2
742,USA,New York,"Smith Point Beach, Suffolk County",2
743,USA,New York,"Staten Island, Richmond County",2
744,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",2
745,USA,North Carolina,"Carolina Beach, New Hanover County",2
746,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",2
747,USA,North Carolina,"Morehead, Carteret County",2
748,USA,North Carolina,"Oak Island, Brunswick County",2
749,USA,North Carolina,"Ocracoke, Hyde County",2
750,USA,North Carolina,"Off Masonboro Island, New Hanover County",2
751,USA,North Carolina,"Salvo, Dare County",2
752,USA,North Carolina,"Sunset Beach, Brunswick County",2
753,USA,North Carolina,"Surf City, Topsail Island, Pender County",2
754,USA,North Carolina,"Topsail Island, Pender County",2
755,USA,Palmyra Atoll,Inconnu,2
756,USA,Puerto Rico,San Juan,2
757,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",2
758,USA,South Carolina,Folly Beach,2
759,USA,South Carolina,"Fripp Island, Beaufort County",2
760,USA,South Carolina,"Garden City Beach, Horry County",2
761,USA,South Carolina,"Isle of Palms,  Charleston County",2
762,USA,South Carolina,Myrtle Beach,2
763,USA,South Carolina,Seabrook Beach,2
764,USA,South Carolina,"St. Helena Island, Beaufort County",2
765,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",2
766,USA,Texas,Brazos,2
767,USA,Texas,Galveston Bay,2
768,USA,Texas,Inconnu,2
769,USA,Texas,"Mustang Island, Corpus Christi",2
770,USA,Texas,"Mustang Island, Nueces County",2
771,USA,Texas,"Sargent Beach, Matagorda County",2
772,USA,Texas,"South Padre Island, Cameron County",2
773,USA,Virginia,Norfolk,2
774,VIETNAM,Inconnu,Inconnu,2
775,WEST INDIES,Inconnu,Inconnu,2
776,ADMIRALTY ISLANDS,Manus Island,Sisi  (west coast of island),1
777,AFRICA,Inconnu,Inconnu,1
778,ALGERIA,Inconnu,Cape Matifou,1
779,AMERICAN SAMOA,Tutuila Island,Near tuna cannery in Pago Pago Harbor,1
780,AMERICAN SAMOA,Tutuila Island,Pago Pago Bay,1
781,AMERICAN SAMOA,Tutuila Island,Van Camp wharf,1
782,ANDAMAN / NICOBAR ISLANDAS,Inconnu,Inconnu,1
783,ANDAMAN ISLANDS,Inconnu,Inconnu,1
784,ANGOLA,West Africa,Inconnu,1
785,ANTIGUA,Inconnu,Falmouth Harbour,1
786,ANTIGUA,St John's,Fort James Beach,1
787,ARGENTINA,Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires",1
788,ARGENTINA,Patagonia,Chubut Province,1
789,ARUBA,Inconnu,Boat capsized,1
790,ATLANTIC OCEAN,04.05N-13.23W,Inconnu,1
791,ATLANTIC OCEAN,300 miles from Antigua,Inconnu,1
792,ATLANTIC OCEAN,600 nm west of the Canary Islands,Inconnu,1
793,ATLANTIC OCEAN,800 miles from land,Inconnu,1
794,ATLANTIC OCEAN,9.35N 79.35W,"East of La Grande Island, North of Panama Canal",1
795,ATLANTIC OCEAN,Between Southampton & Canary Islands,Inconnu,1
796,ATLANTIC OCEAN,Inconnu,360 miles north of Ascension Island,1
797,AUSTRALIA,Inconnu,7 miles offshore on east coast of Australia,1
798,AUSTRALIA,Inconnu,Aquarium,1
799,AUSTRALIA,New South Wales,1.5 miles off shore,1
800,AUSTRALIA,New South Wales,10 miles off Nambucca Heads  onboard trawler,1
801,AUSTRALIA,New South Wales,15 miles up the Cataract River,1
802,AUSTRALIA,New South Wales,20 miles off Sydney,1
803,AUSTRALIA,New South Wales,26 nautical miles out to sea off Lake Macquarie,1
804,AUSTRALIA,New South Wales,5 miles south of Sussex Inlet at mouth of Berara Lake,1
805,AUSTRALIA,New South Wales,"7 Mile Beach, Gerroa",1
806,AUSTRALIA,New South Wales,Angourie,1
807,AUSTRALIA,New South Wales,"Angourie, near Yamba",1
808,AUSTRALIA,New South Wales,Arakoon's Little Bay,1
809,AUSTRALIA,New South Wales,Arrawarra Headland,1
810,AUSTRALIA,New South Wales,Austinmer,1
811,AUSTRALIA,New South Wales,Avalon Beach,1
812,AUSTRALIA,New South Wales,Avoca,1
813,AUSTRALIA,New South Wales,"Balmain, Sydney (Estuary)",1
814,AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",1
815,AUSTRALIA,New South Wales,Bass Point,1
816,AUSTRALIA,New South Wales,Bateman's Bay,1
817,AUSTRALIA,New South Wales,Beecroft Head,1
818,AUSTRALIA,New South Wales,Bellambi,1
819,AUSTRALIA,New South Wales,Bellingen,1
820,AUSTRALIA,New South Wales,Bellinger Head,1
821,AUSTRALIA,New South Wales,Bellynahinch on the Manning River,1
822,AUSTRALIA,New South Wales,Belongil Bay,1
823,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",1
824,AUSTRALIA,New South Wales,"Berry's Bay, Sydney Harbour",1
825,AUSTRALIA,New South Wales,Between Dee Why and Long Reef,1
826,AUSTRALIA,New South Wales,Bherwerre Beach,1
827,AUSTRALIA,New South Wales,"Bilgola Beach, Sydney",1
828,AUSTRALIA,New South Wales,Birubi Point,1
829,AUSTRALIA,New South Wales,"Black Head, south of Taree",1
830,AUSTRALIA,New South Wales,Blue Bay,1
831,AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",1
832,AUSTRALIA,New South Wales,Bombo Beach,1
833,AUSTRALIA,New South Wales,"Bondi, Sydney",1
834,AUSTRALIA,New South Wales,Booti Booti National Park,1
835,AUSTRALIA,New South Wales,Botany Bay,1
836,AUSTRALIA,New South Wales,Botany Bay?,1
837,AUSTRALIA,New South Wales,"Bradleys Head, Sydney",1
838,AUSTRALIA,New South Wales,Broken Head Beach,1
839,AUSTRALIA,New South Wales,Bronte,1
840,AUSTRALIA,New South Wales,Broome Head,1
841,AUSTRALIA,New South Wales,Broughton Island,1
842,AUSTRALIA,New South Wales,"Buchan Point, Sydney",1
843,AUSTRALIA,New South Wales,Bushrangers Pass at Bass Point,1
844,AUSTRALIA,New South Wales,Cabarita Beach,1
845,AUSTRALIA,New South Wales,"Cabramatta Creek, George’s River",1
846,AUSTRALIA,New South Wales,Cape Howe,1
847,AUSTRALIA,New South Wales,Cave at Shell Harbour,1
848,AUSTRALIA,New South Wales,Caves Beach,1
849,AUSTRALIA,New South Wales,Cellito Beach,1
850,AUSTRALIA,New South Wales,"Charles Street Wharf, Parramatta River",1
851,AUSTRALIA,New South Wales,"Chowder Bay, Sydney",1
852,AUSTRALIA,New South Wales,Clarence Head,1
853,AUSTRALIA,New South Wales,"Clark Island, Sydney Harbour",1
854,AUSTRALIA,New South Wales,"Clark's Island, Sydney Harbor",1
855,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",1
856,AUSTRALIA,New South Wales,"Clarks Beach, Byron Bay",1
857,AUSTRALIA,New South Wales,Coalcliff,1
858,AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",1
859,AUSTRALIA,New South Wales,"Cockle Bay, Sydney Harbour",1
860,AUSTRALIA,New South Wales,Coffee Head,1
861,AUSTRALIA,New South Wales,Coffs Harbour,1
862,AUSTRALIA,New South Wales,Coff’s Harbor,1
863,AUSTRALIA,New South Wales,Coledale Beach,1
864,AUSTRALIA,New South Wales,Collaroy,1
865,AUSTRALIA,New South Wales,"Coogee Bay, near Sydney",1
866,AUSTRALIA,New South Wales,Cook Island,1
867,AUSTRALIA,New South Wales,"Cooks Hill, Newcastle",1
868,AUSTRALIA,New South Wales,Cooranbong,1
869,AUSTRALIA,New South Wales,"Cronulla, near Sydney",1
870,AUSTRALIA,New South Wales,Crookhaven,1
871,AUSTRALIA,New South Wales,Cudgen Creek,1
872,AUSTRALIA,New South Wales,Curl Curl,1
873,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff",1
874,AUSTRALIA,New South Wales,"Dobroyd Head, Watson Bay, Sydney",1
875,AUSTRALIA,New South Wales,"Dover Heights, Sydney",1
876,AUSTRALIA,New South Wales,"Egg Rock, Middle Harbor, Sydney",1
877,AUSTRALIA,New South Wales,Eight-mile reef off Port Kembla,1
878,AUSTRALIA,New South Wales,Fairy Bower,1
879,AUSTRALIA,New South Wales,"Fairy Bower, near North Steyne",1
880,AUSTRALIA,New South Wales,"Fig Tree Bridge, Lane Cove River, near Sydney",1
881,AUSTRALIA,New South Wales,Fingal Bay,1
882,AUSTRALIA,New South Wales,Fingal Beach,1
883,AUSTRALIA,New South Wales,"First Beach, Forster",1
884,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",1
885,AUSTRALIA,New South Wales,Flat Rock,1
886,AUSTRALIA,New South Wales,"Flat Rock Beach, Lennox Head",1
887,AUSTRALIA,New South Wales,"Flat Rock, Ballina",1
888,AUSTRALIA,New South Wales,"Flat Rock, Yamba",1
889,AUSTRALIA,New South Wales,Forster,1
890,AUSTRALIA,New South Wales,Fraser's Reef,1
891,AUSTRALIA,New South Wales,"Garden Island, Sydney",1
892,AUSTRALIA,New South Wales,"Garden Point, Woolloomooloo Sydney Harbour",1
893,AUSTRALIA,New South Wales,"Georges Head, off Port Jackson",1
894,AUSTRALIA,New South Wales,George’s River,1
895,AUSTRALIA,New South Wales,George’s River at Kentucky,1
896,AUSTRALIA,New South Wales,Gerringong,1
897,AUSTRALIA,New South Wales,Green Island,1
898,AUSTRALIA,New South Wales,"Grey’s Point, Port Hacking",1
899,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head",1
900,AUSTRALIA,New South Wales,Hallidays Point,1
901,AUSTRALIA,New South Wales,Hams Beach,1
902,AUSTRALIA,New South Wales,"Hawkesbury Bridge, Sydney",1
903,AUSTRALIA,New South Wales,Hawks Nest Beach,1
904,AUSTRALIA,New South Wales,"Homebush Bay, Parramatta River, Sydney",1
905,AUSTRALIA,New South Wales,"Honeysuckle Point, Eden",1
906,AUSTRALIA,New South Wales,Horseshoe Bay,1
907,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",1
908,AUSTRALIA,New South Wales,"Hyams Beach, Jervis Bay",1
909,AUSTRALIA,New South Wales,Iluka Beach,1
910,AUSTRALIA,New South Wales,"Iron Cove Bridge, Sydney (Estuary)",1
911,AUSTRALIA,New South Wales,Jervis Bay & Long Reef,1
912,AUSTRALIA,New South Wales,Jimmy's Beach,1
913,AUSTRALIA,New South Wales,"Jimmys Beach, Port Stephens",1
914,AUSTRALIA,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",1
915,AUSTRALIA,New South Wales,Just north of Fingal Spit,1
916,AUSTRALIA,New South Wales,Kerosene Bay,1
917,AUSTRALIA,New South Wales,"Kiah Creek, Eden",1
918,AUSTRALIA,New South Wales,Kiama,1
919,AUSTRALIA,New South Wales,Killick Creek near Crescent Head,1
920,AUSTRALIA,New South Wales,Kingscliff,1
