source,source_record_id,species,scientific_name,observed_at,latitude,longitude,country,locality,life_stage,basis_of_record,coordinate_uncertainty_m,dataset_name,license,source_url,retrieved_at
gbif,6398561361,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-05T13:43,36.975295,-121.933472,United States of America,,,HUMAN_OBSERVATION,137.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6398561361,2026-09-23T07:33:58.049373+00:00
gbif,6398646963,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-05T13:54:46,36.977546,-121.938383,United States of America,,,HUMAN_OBSERVATION,37.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6398646963,2026-09-23T07:33:58.049373+00:00
gbif,6399984286,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-04T12:40:21,36.971445,-121.920937,United States of America,,,HUMAN_OBSERVATION,,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6399984286,2026-09-23T07:33:58.049373+00:00
gbif,6400181485,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-05T11:25:01,41.248192,-70.137191,United States of America,,Juvenile,HUMAN_OBSERVATION,43.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6400181485,2026-09-23T07:33:58.049373+00:00
gbif,6400289836,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-05T13:43,36.975295,-121.933472,United States of America,,,HUMAN_OBSERVATION,137.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6400289836,2026-09-23T07:33:58.049373+00:00
gbif,6413402671,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-19T10:21,35.330868,-120.957801,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6413402671,2026-09-23T07:33:58.049373+00:00
gbif,6413596694,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-16T09:49:57,-34.103836,22.142897,South Africa,,,HUMAN_OBSERVATION,4.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6413596694,2026-09-23T07:33:58.049373+00:00
gbif,6413677484,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-19T10:15,35.36817,-120.943276,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6413677484,2026-09-23T07:33:58.049373+00:00
gbif,6413715737,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-19T10:54,35.353661,-120.95252,United States of America,,,HUMAN_OBSERVATION,28706.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6413715737,2026-09-23T07:33:58.049373+00:00
gbif,6413744653,Carcharodon carcharias,"Carcharodon carcharias (Linnaeus, 1758)",2026-06-16,-34.132398,22.137737,South Africa,,,HUMAN_OBSERVATION,880.0,iNaturalist research-grade observations,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://www.gbif.org/occurrence/6413744653,2026-09-23T07:33:58.049373+00:00
